Contact,Day,Default,Education,Housing,Job,Loan,Marital,Month,Poutcome,Y,Age,Balance,Campaign,Duration,Pdays,Previous
unknown,12,no,primary,no,blue-collar,no,married,may,unknown,no,30,2581,2,221,-1,0
cellular,14,no,secondary,no,admin.,yes,married,jul,unknown,no,27,639,3,243,-1,0
unknown,15,no,primary,yes,blue-collar,no,married,may,unknown,no,41,849,1,72,-1,0
cellular,2,no,secondary,yes,services,no,married,aug,unknown,no,54,386,2,155,-1,0
telephone,28,no,tertiary,yes,management,no,single,jan,unknown,no,32,1218,2,70,-1,0
cellular,11,no,tertiary,yes,management,no,married,feb,unknown,yes,31,2603,4,280,-1,0
unknown,26,no,secondary,yes,blue-collar,no,married,may,unknown,no,42,-921,2,115,-1,0
unknown,20,no,primary,no,admin.,no,married,jun,unknown,no,48,607,2,29,-1,0
cellular,14,no,primary,yes,blue-collar,no,married,may,unknown,no,34,79,2,406,-1,0
cellular,25,no,secondary,yes,technician,yes,divorced,aug,unknown,no,55,61,3,113,-1,0
telephone,30,no,secondary,no,technician,no,married,jul,unknown,no,49,1091,2,47,-1,0
unknown,5,no,tertiary,no,management,no,divorced,jun,unknown,no,46,743,2,36,-1,0
unknown,6,no,unknown,yes,entrepreneur,no,married,may,unknown,no,47,209,2,135,-1,0
cellular,3,no,tertiary,no,management,no,single,jul,unknown,no,24,172,2,67,-1,0
unknown,16,no,secondary,no,entrepreneur,no,married,jun,unknown,no,58,2,1,684,-1,0
cellular,21,no,tertiary,no,management,no,single,aug,unknown,yes,32,41,5,686,-1,0
cellular,2,no,secondary,yes,student,no,single,mar,unknown,no,25,1116,3,170,-1,0
unknown,17,no,secondary,no,blue-collar,no,married,jun,unknown,no,49,-55,3,150,-1,0
cellular,14,no,secondary,no,retired,no,divorced,may,unknown,yes,59,5845,2,1060,-1,0
unknown,6,no,tertiary,yes,management,no,single,jun,unknown,no,30,329,16,122,-1,0
unknown,26,no,secondary,yes,blue-collar,no,married,may,unknown,no,46,494,1,724,-1,0
cellular,19,no,unknown,no,management,no,married,oct,success,yes,42,1519,1,230,92,1
unknown,20,no,tertiary,no,entrepreneur,no,married,jun,unknown,no,37,2685,2,187,-1,0
unknown,19,no,primary,yes,blue-collar,yes,married,may,unknown,no,44,-14,4,179,-1,0
cellular,4,no,secondary,no,services,yes,married,aug,unknown,no,49,5673,3,357,-1,0
unknown,5,no,secondary,no,blue-collar,no,married,jun,unknown,no,41,1459,1,82,-1,0
telephone,26,no,tertiary,no,technician,no,married,aug,unknown,no,48,0,15,176,-1,0
cellular,7,no,secondary,yes,management,no,married,apr,failure,no,31,625,1,424,138,1
unknown,18,no,unknown,no,student,no,married,jun,unknown,no,37,0,1,115,-1,0
cellular,3,no,secondary,yes,services,no,married,feb,failure,no,51,867,2,177,211,3
telephone,9,no,secondary,no,retired,no,married,jun,failure,yes,80,8304,1,712,64,12
unknown,6,no,tertiary,yes,management,no,single,may,unknown,no,32,151,1,118,-1,0
unknown,2,yes,primary,yes,services,no,married,jun,unknown,no,48,-583,7,25,-1,0
unknown,12,no,tertiary,no,blue-collar,no,married,jun,unknown,no,49,1784,1,753,-1,0
cellular,17,no,tertiary,yes,management,no,married,jul,unknown,no,30,3134,1,124,-1,0
cellular,30,no,secondary,yes,self-employed,no,single,jan,unknown,no,27,49,2,208,-1,0
cellular,13,no,secondary,no,technician,no,married,aug,unknown,no,34,-346,4,136,-1,0
cellular,19,no,secondary,yes,management,no,married,nov,unknown,yes,49,1623,2,1081,-1,0
telephone,7,no,tertiary,no,management,no,married,may,failure,no,48,60,2,376,339,7
cellular,4,no,secondary,no,services,no,married,jun,unknown,no,40,17,1,78,-1,0
cellular,18,no,secondary,yes,blue-collar,no,married,nov,unknown,no,38,2008,1,354,-1,0
cellular,6,no,primary,yes,blue-collar,no,married,may,failure,no,46,91,1,29,356,2
cellular,19,no,tertiary,yes,entrepreneur,no,married,nov,failure,no,41,171,1,209,191,4
cellular,14,no,tertiary,yes,management,no,single,may,unknown,no,28,1027,1,433,-1,0
unknown,29,no,unknown,yes,services,no,married,may,unknown,no,51,5801,2,147,-1,0
telephone,11,no,primary,yes,blue-collar,no,divorced,may,failure,no,33,142,2,41,300,5
unknown,26,no,tertiary,no,management,no,single,may,unknown,no,26,205,1,111,-1,0
cellular,14,no,secondary,no,admin.,no,single,apr,unknown,no,34,852,2,108,-1,0
cellular,7,yes,secondary,yes,blue-collar,no,married,may,unknown,no,27,-584,2,411,-1,0
cellular,10,no,secondary,no,self-employed,no,married,jul,unknown,no,42,97,2,108,-1,0
cellular,3,no,secondary,yes,admin.,no,married,jun,unknown,yes,45,204,2,224,-1,0
unknown,12,no,secondary,yes,technician,no,single,may,unknown,no,31,628,2,1083,-1,0
unknown,12,no,tertiary,no,management,no,single,may,unknown,yes,32,311,2,757,-1,0
unknown,17,no,primary,no,blue-collar,no,married,jun,unknown,no,39,1564,1,57,-1,0
cellular,30,no,secondary,yes,blue-collar,yes,single,jul,unknown,no,26,856,5,95,-1,0
cellular,15,no,tertiary,no,management,no,single,mar,failure,no,40,1509,2,144,124,1
cellular,16,no,secondary,no,services,no,married,jul,unknown,no,52,-888,1,135,-1,0
cellular,15,no,tertiary,no,technician,no,single,jan,unknown,no,40,226,2,176,-1,0
cellular,7,no,secondary,no,technician,yes,married,aug,unknown,no,48,127,5,524,-1,0
unknown,13,no,secondary,yes,services,no,married,may,unknown,no,31,413,1,65,-1,0
cellular,6,no,secondary,yes,admin.,yes,married,may,success,yes,27,710,1,653,334,2
unknown,11,no,secondary,yes,technician,no,married,sep,other,yes,47,1233,1,91,100,2
cellular,10,no,secondary,no,management,no,single,mar,unknown,yes,28,171,1,93,-1,0
cellular,6,no,tertiary,yes,management,no,divorced,may,failure,no,40,69,2,503,280,2
cellular,13,no,secondary,yes,admin.,no,married,apr,failure,no,34,1499,1,186,327,2
unknown,23,no,tertiary,yes,self-employed,no,married,may,unknown,no,29,751,2,121,-1,0
cellular,19,no,tertiary,no,management,yes,married,aug,unknown,no,36,61,2,452,-1,0
telephone,22,no,primary,no,retired,no,married,jun,failure,yes,83,425,1,883,140,1
unknown,15,no,primary,yes,services,no,divorced,may,unknown,no,55,2923,2,104,-1,0
cellular,29,no,tertiary,no,management,no,divorced,jan,unknown,no,43,99,3,24,-1,0
telephone,19,no,secondary,no,student,no,single,jun,unknown,no,23,1021,9,79,-1,0
cellular,4,no,tertiary,no,technician,no,married,jul,unknown,no,44,1146,2,178,-1,0
cellular,15,no,primary,yes,blue-collar,no,married,may,unknown,no,58,781,2,74,-1,0
cellular,10,no,secondary,no,admin.,no,single,mar,other,no,29,1448,1,217,184,7
cellular,2,no,tertiary,no,management,yes,single,feb,unknown,no,30,604,1,475,-1,0
cellular,7,no,secondary,yes,admin.,no,single,may,unknown,no,29,-194,1,127,-1,0
cellular,11,no,secondary,no,technician,no,married,mar,unknown,no,41,0,1,101,-1,0
cellular,14,no,primary,yes,housemaid,no,married,jul,unknown,no,35,0,3,340,-1,0
cellular,23,no,secondary,yes,technician,no,single,jul,unknown,no,31,1014,4,158,-1,0
cellular,29,no,tertiary,no,admin.,no,single,jan,unknown,no,27,73,1,242,-1,0
unknown,16,no,secondary,yes,services,no,married,may,unknown,no,47,2597,1,323,-1,0
unknown,16,no,tertiary,yes,self-employed,yes,married,jun,unknown,no,53,2627,30,18,-1,0
cellular,14,no,tertiary,yes,management,no,married,jul,unknown,no,34,1906,3,68,-1,0
cellular,9,no,primary,yes,blue-collar,yes,married,jul,unknown,no,34,-319,4,134,-1,0
cellular,14,no,tertiary,yes,management,no,married,may,unknown,no,36,-296,3,113,-1,0
cellular,18,no,secondary,yes,technician,no,married,aug,unknown,no,40,169,4,43,-1,0
unknown,17,no,tertiary,no,self-employed,no,single,jun,unknown,no,37,556,2,200,-1,0
cellular,2,no,unknown,no,retired,no,divorced,aug,unknown,no,65,300,2,245,-1,0
unknown,16,no,secondary,yes,technician,no,divorced,may,unknown,no,53,751,4,343,-1,0
cellular,3,no,secondary,no,technician,no,single,mar,unknown,no,28,126,1,229,-1,0
unknown,23,no,tertiary,yes,technician,no,divorced,may,unknown,no,33,-386,1,530,-1,0
cellular,13,no,primary,no,blue-collar,no,married,aug,unknown,no,56,379,5,58,-1,0
cellular,30,no,secondary,no,self-employed,no,married,apr,success,no,45,706,2,78,176,1
unknown,5,no,secondary,no,technician,no,married,jun,unknown,no,39,9121,1,147,-1,0
cellular,25,no,tertiary,yes,management,no,single,jul,unknown,no,28,1466,1,40,-1,0
cellular,18,no,primary,yes,blue-collar,no,married,nov,unknown,no,36,0,2,618,-1,0
cellular,20,no,primary,yes,blue-collar,no,married,apr,unknown,no,41,951,4,23,-1,0
cellular,20,no,secondary,no,admin.,no,married,aug,other,yes,46,368,1,293,90,4
cellular,13,no,secondary,yes,blue-collar,no,married,may,other,no,41,121,6,16,176,5
cellular,23,no,secondary,no,services,no,married,jul,unknown,no,59,204,2,286,-1,0
cellular,6,no,secondary,yes,admin.,no,married,may,failure,no,24,299,1,209,321,1
unknown,21,no,tertiary,yes,management,no,married,may,unknown,no,34,4170,1,935,-1,0
unknown,27,no,primary,yes,blue-collar,no,married,may,unknown,no,40,-335,1,260,-1,0
unknown,16,no,secondary,yes,admin.,no,married,jun,unknown,no,42,3165,4,298,-1,0
cellular,15,no,secondary,yes,services,no,married,apr,failure,no,50,254,2,397,337,1
cellular,17,no,tertiary,yes,management,no,single,sep,failure,no,25,553,4,113,479,1
telephone,17,no,secondary,yes,services,no,divorced,nov,unknown,no,51,518,1,76,-1,0
cellular,1,no,tertiary,no,management,yes,married,jun,unknown,no,50,85,1,141,-1,0
unknown,23,no,unknown,yes,blue-collar,no,married,may,unknown,no,37,603,2,773,-1,0
telephone,5,no,secondary,no,services,no,single,jun,other,no,21,361,1,329,95,1
unknown,7,no,secondary,yes,blue-collar,no,married,may,unknown,no,52,-98,1,423,-1,0
cellular,5,no,primary,no,retired,no,married,aug,unknown,no,55,4424,4,67,-1,0
unknown,2,no,secondary,yes,technician,yes,single,jun,unknown,no,26,2610,1,626,-1,0
cellular,18,no,tertiary,no,technician,no,married,nov,unknown,yes,38,3234,2,578,-1,0
unknown,9,no,secondary,yes,blue-collar,no,married,may,unknown,no,32,687,1,61,-1,0
unknown,23,no,secondary,yes,blue-collar,no,married,may,unknown,no,31,631,4,248,-1,0
cellular,29,no,secondary,no,technician,yes,single,jan,failure,no,34,341,1,136,262,3
cellular,21,no,tertiary,no,technician,no,single,aug,unknown,no,33,316,3,126,-1,0
telephone,28,no,secondary,no,technician,no,married,jan,unknown,no,35,2,3,653,-1,0
telephone,14,no,unknown,yes,management,no,married,may,unknown,no,44,415,7,7,-1,0
cellular,9,no,tertiary,yes,management,no,divorced,apr,unknown,no,48,507,1,528,-1,0
cellular,13,no,secondary,yes,blue-collar,no,married,may,unknown,no,29,912,1,785,-1,0
cellular,9,no,tertiary,no,management,no,married,jul,unknown,no,50,0,5,243,-1,0
cellular,13,no,primary,yes,blue-collar,no,married,may,other,no,37,37,2,24,362,1
unknown,19,no,secondary,no,admin.,no,single,jun,unknown,no,44,2524,1,82,-1,0
unknown,11,no,tertiary,yes,unemployed,no,single,jun,unknown,no,36,9019,3,952,-1,0
cellular,13,no,unknown,yes,blue-collar,no,divorced,may,unknown,no,49,39,5,27,-1,0
unknown,5,no,secondary,yes,blue-collar,no,married,may,unknown,no,31,0,1,143,-1,0
unknown,12,no,secondary,yes,technician,no,divorced,may,unknown,no,49,265,6,274,-1,0
cellular,16,no,secondary,yes,blue-collar,no,single,apr,other,yes,35,0,1,1174,345,4
cellular,20,no,unknown,no,admin.,no,divorced,nov,unknown,no,57,4012,1,915,-1,0
cellular,5,no,primary,yes,blue-collar,no,married,feb,unknown,no,42,1520,1,115,-1,0
unknown,26,no,secondary,yes,blue-collar,no,divorced,may,unknown,no,36,-140,2,222,-1,0
cellular,15,no,primary,no,retired,no,divorced,mar,unknown,no,75,852,1,341,-1,0
unknown,21,no,secondary,yes,blue-collar,no,single,may,unknown,no,38,578,2,112,-1,0
unknown,6,yes,primary,yes,blue-collar,no,married,may,unknown,no,40,0,2,64,-1,0
cellular,13,no,secondary,yes,services,no,single,may,unknown,yes,38,2253,3,937,-1,0
cellular,10,no,tertiary,yes,management,no,single,jul,unknown,no,34,1171,1,129,-1,0
cellular,11,no,tertiary,yes,technician,no,single,may,unknown,no,29,452,1,59,-1,0
cellular,29,no,secondary,yes,admin.,no,married,jan,success,no,28,-97,1,79,225,2
telephone,9,no,secondary,no,retired,no,married,jul,unknown,no,79,4738,5,151,-1,0
unknown,19,no,secondary,yes,admin.,no,divorced,may,unknown,no,51,467,1,83,-1,0
cellular,6,no,tertiary,no,student,no,single,aug,other,no,32,0,5,101,3,6
cellular,5,no,tertiary,no,management,no,married,aug,success,yes,36,495,3,157,97,2
cellular,15,no,secondary,no,entrepreneur,yes,married,may,other,no,38,157,11,57,366,1
unknown,13,no,secondary,yes,self-employed,yes,married,may,unknown,no,49,358,3,176,-1,0
cellular,11,no,secondary,yes,services,no,married,may,unknown,no,42,292,3,222,-1,0
unknown,2,no,primary,yes,blue-collar,no,married,jun,unknown,no,43,7343,4,217,-1,0
unknown,26,no,secondary,yes,blue-collar,no,married,may,unknown,no,34,-563,1,252,-1,0
unknown,27,no,secondary,yes,retired,no,single,may,unknown,yes,59,351,5,1063,-1,0
cellular,29,no,primary,no,unknown,no,married,aug,unknown,no,35,365,2,41,-1,0
unknown,20,no,secondary,yes,blue-collar,no,single,jun,unknown,no,33,13494,25,27,-1,0
cellular,17,no,secondary,yes,admin.,no,single,apr,unknown,no,34,846,2,758,-1,0
telephone,29,no,secondary,no,retired,no,married,jul,unknown,yes,64,1574,3,301,-1,0
cellular,16,no,tertiary,yes,entrepreneur,no,married,jul,unknown,no,34,-28,1,574,-1,0
cellular,16,no,tertiary,no,retired,no,married,oct,success,yes,77,0,1,847,60,1
telephone,30,no,primary,no,retired,yes,married,jul,unknown,no,57,2927,5,78,-1,0
unknown,27,no,secondary,yes,blue-collar,yes,married,may,unknown,no,30,501,1,514,-1,0
unknown,5,yes,primary,no,housemaid,no,divorced,jun,unknown,yes,56,1238,1,1558,-1,0
cellular,14,no,unknown,no,unknown,no,married,aug,unknown,no,49,301,2,789,-1,0
cellular,20,no,primary,no,retired,no,married,jul,success,no,73,1388,3,146,190,3
cellular,14,no,secondary,yes,technician,no,single,aug,unknown,no,39,102,2,272,-1,0
cellular,8,no,primary,yes,technician,no,divorced,may,failure,no,57,13,2,323,368,2
cellular,11,no,secondary,yes,self-employed,no,married,jul,unknown,no,32,413,2,712,-1,0
unknown,21,no,tertiary,yes,technician,no,single,may,unknown,yes,32,4665,2,860,-1,0
cellular,20,no,secondary,yes,admin.,no,married,aug,unknown,no,45,638,9,75,-1,0
unknown,19,no,secondary,yes,blue-collar,no,married,may,unknown,no,32,101,4,191,-1,0
cellular,24,no,tertiary,yes,management,yes,married,jul,unknown,yes,31,1224,2,1441,-1,0
cellular,12,no,secondary,no,self-employed,no,married,aug,unknown,no,49,1103,2,428,-1,0
cellular,28,no,secondary,no,services,no,married,may,unknown,no,29,3748,3,322,-1,0
cellular,29,no,secondary,yes,technician,no,married,jan,unknown,no,55,955,1,104,-1,0
cellular,8,no,secondary,yes,admin.,no,married,may,unknown,no,30,518,1,127,-1,0
unknown,3,no,primary,yes,services,no,single,jun,unknown,yes,45,1893,6,1259,-1,0
cellular,28,no,tertiary,no,technician,no,married,jan,unknown,no,39,14,2,114,-1,0
unknown,13,no,secondary,yes,admin.,yes,married,may,unknown,no,36,-423,1,106,-1,0
cellular,19,no,tertiary,no,management,no,married,nov,failure,no,33,3696,1,305,182,3
cellular,12,no,tertiary,yes,management,no,married,aug,unknown,yes,36,2987,1,307,-1,0
cellular,11,no,secondary,no,technician,no,single,aug,unknown,no,31,433,2,1504,-1,0
cellular,11,no,unknown,no,technician,no,married,jul,unknown,no,36,756,3,396,-1,0
cellular,1,no,tertiary,yes,technician,no,single,jun,unknown,no,38,0,1,71,-1,0
cellular,6,no,secondary,no,unknown,no,married,aug,unknown,no,33,2727,3,205,-1,0
unknown,13,no,secondary,yes,technician,no,married,may,unknown,no,40,93,2,134,-1,0
cellular,5,no,secondary,no,blue-collar,yes,married,jun,unknown,yes,31,1766,2,166,-1,0
cellular,31,no,secondary,yes,services,no,married,jul,unknown,no,39,124,5,81,-1,0
cellular,4,no,tertiary,no,admin.,yes,married,may,unknown,no,33,69,2,77,-1,0
cellular,12,no,secondary,no,services,no,divorced,mar,unknown,yes,53,0,2,80,-1,0
cellular,13,no,tertiary,yes,management,no,married,may,failure,no,38,0,5,537,303,2
cellular,15,no,secondary,no,technician,no,married,jun,success,yes,59,259,1,415,89,1
cellular,19,no,primary,no,blue-collar,no,married,nov,unknown,no,55,4103,1,291,-1,0
cellular,14,no,tertiary,yes,technician,no,single,may,other,no,38,744,1,283,288,12
telephone,20,no,secondary,yes,services,no,married,apr,unknown,no,48,116,4,70,-1,0
unknown,5,no,secondary,yes,blue-collar,no,married,may,unknown,no,53,70,2,611,-1,0
cellular,9,no,secondary,no,admin.,no,divorced,feb,unknown,no,44,432,3,132,-1,0
unknown,18,no,tertiary,no,management,no,married,jun,unknown,no,57,1172,1,26,-1,0
cellular,11,no,secondary,yes,blue-collar,no,single,may,unknown,no,29,9,3,262,-1,0
unknown,21,no,secondary,yes,services,no,married,may,unknown,no,31,428,1,272,-1,0
cellular,28,no,tertiary,yes,technician,no,single,dec,failure,no,35,7546,1,137,122,3
cellular,30,no,primary,no,blue-collar,no,married,mar,unknown,no,31,620,1,95,-1,0
cellular,19,no,tertiary,no,self-employed,no,married,nov,unknown,no,35,8647,2,140,-1,0
unknown,16,no,secondary,yes,management,no,single,may,unknown,no,40,192,11,71,-1,0
cellular,7,no,secondary,yes,blue-collar,no,married,may,failure,no,39,0,1,502,7,2
unknown,3,no,tertiary,yes,technician,no,single,jun,unknown,no,43,27733,7,164,-1,0
unknown,15,no,primary,yes,entrepreneur,yes,married,may,unknown,no,44,276,1,219,-1,0
cellular,12,no,secondary,no,technician,no,single,feb,success,yes,29,113,2,328,183,4
unknown,14,no,secondary,yes,technician,no,married,may,unknown,no,40,782,2,224,-1,0
cellular,18,no,primary,yes,entrepreneur,no,married,nov,unknown,no,33,82,2,63,-1,0
cellular,29,no,tertiary,no,management,no,married,aug,unknown,no,46,1008,13,24,-1,0
telephone,28,no,tertiary,no,unknown,no,single,jan,unknown,no,27,6421,4,147,-1,0
cellular,30,no,secondary,no,admin.,no,single,jul,unknown,no,26,443,3,84,-1,0
cellular,9,no,secondary,yes,technician,no,married,jul,unknown,no,41,351,1,175,-1,0
cellular,21,no,tertiary,yes,technician,no,married,aug,unknown,no,34,5060,21,12,-1,0
cellular,25,no,tertiary,no,technician,yes,single,aug,unknown,no,39,-41,15,40,-1,0
cellular,18,no,secondary,no,services,no,single,jul,unknown,no,27,-124,1,217,-1,0
cellular,23,no,secondary,yes,blue-collar,yes,married,jul,unknown,no,31,79,11,235,-1,0
cellular,28,no,secondary,no,unemployed,no,single,jan,unknown,no,44,3945,1,255,-1,0
cellular,8,no,tertiary,no,retired,yes,married,jul,unknown,no,55,197,1,256,-1,0
telephone,30,no,primary,no,blue-collar,no,divorced,jul,unknown,no,51,837,2,41,-1,0
unknown,25,no,tertiary,no,management,yes,married,jun,unknown,no,50,-94,1,75,-1,0
cellular,5,no,secondary,yes,services,no,married,feb,unknown,no,30,1743,4,192,-1,0
unknown,28,no,secondary,no,technician,no,married,may,unknown,yes,46,57,1,796,-1,0
cellular,25,no,secondary,no,admin.,no,married,aug,unknown,no,49,635,3,220,-1,0
cellular,12,no,secondary,yes,retired,yes,married,aug,unknown,no,56,-113,2,614,-1,0
cellular,28,no,secondary,no,admin.,no,divorced,aug,unknown,yes,47,225,4,1126,-1,0
telephone,16,no,secondary,no,admin.,no,married,jun,unknown,no,30,124,2,161,-1,0
cellular,25,no,secondary,no,entrepreneur,no,single,jul,unknown,no,36,475,3,141,-1,0
telephone,25,no,tertiary,no,management,yes,married,jul,unknown,no,40,-7,1,697,-1,0
unknown,9,yes,secondary,no,technician,no,single,jun,unknown,no,37,375,2,223,-1,0
cellular,30,no,secondary,no,admin.,no,divorced,jan,unknown,yes,42,936,1,931,-1,0
cellular,17,no,secondary,yes,technician,no,married,nov,failure,no,45,1415,1,483,116,1
cellular,17,no,secondary,no,unemployed,no,single,nov,unknown,no,34,0,2,63,-1,0
cellular,11,no,secondary,no,admin.,no,single,jul,unknown,no,27,3638,5,271,-1,0
